"","kingdom","family","quality_grade","n"
"520","Plantae","Ephedraceae","needs_id",8099
"521","Plantae","Ephedraceae","research",4884
"522","Plantae","Ephemeraceae","needs_id",28
"523","Plantae","Ephemeraceae","research",7
"524","Plantae","Equisetaceae","needs_id",33937
"525","Plantae","Equisetaceae","research",58113
"526","Plantae","Eremosphaeraceae","needs_id",2
"527","Plantae","Eremosphaeraceae","research",2
"528","Plantae","Ericaceae","needs_id",176778
"529","Plantae","Ericaceae","research",475077
"530","Plantae","Eriocaulaceae","needs_id",2334
"531","Plantae","Eriocaulaceae","research",4036
"532","Plantae","Erpodiaceae","needs_id",11
"533","Plantae","Erpodiaceae","research",2
"534","Plantae","Erythrotrichiaceae","needs_id",53
"535","Plantae","Erythrotrichiaceae","research",252
"536","Plantae","Erythroxylaceae","needs_id",889
"537","Plantae","Erythroxylaceae","research",307
"538","Plantae","Escalloniaceae","needs_id",1312
"539","Plantae","Escalloniaceae","research",1367
"540","Plantae","Eucommiaceae","needs_id",39
"541","Plantae","Eucommiaceae","research",7
"542","Plantae","Euphorbiaceae","needs_id",93111
"543","Plantae","Euphorbiaceae","research",257059
"544","Plantae","Eupomatiaceae","needs_id",23
"545","Plantae","Eupomatiaceae","research",288
"546","Plantae","Eupteleaceae","needs_id",29
"547","Plantae","Eupteleaceae","research",11
"548","Plantae","Exormothecaceae","needs_id",11
"549","Plantae","Exormothecaceae","research",7
"550","Plantae","Fabaceae","needs_id",755971
"551","Plantae","Fabaceae","research",1201604
"552","Plantae","Fabroniaceae","needs_id",101
"553","Plantae","Fabroniaceae","research",56
"554","Plantae","Fagaceae","needs_id",278368
"555","Plantae","Fagaceae","research",258732
"556","Plantae","Faucheaceae","needs_id",22
"557","Plantae","Faucheaceae","research",27
"558","Plantae","Fissidentaceae","needs_id",4168
"559","Plantae","Fissidentaceae","research",741
"560","Plantae","Flagellariaceae","needs_id",106
"561","Plantae","Flagellariaceae","research",401
"562","Plantae","Flexitrichaceae","needs_id",40
"563","Plantae","Flexitrichaceae","research",25
"564","Plantae","Fontinalaceae","needs_id",758
"565","Plantae","Fontinalaceae","research",383
"566","Plantae","Fossombroniaceae","needs_id",633
"567","Plantae","Fossombroniaceae","research",45
"568","Plantae","Fouquieriaceae","needs_id",442
"569","Plantae","Fouquieriaceae","research",16729
"570","Plantae","Francoaceae","needs_id",529
"571","Plantae","Francoaceae","research",1151
"572","Plantae","Frankeniaceae","needs_id",1005
"573","Plantae","Frankeniaceae","research",2881
"574","Plantae","Frullaniaceae","needs_id",215
"575","Plantae","Frullaniaceae","research",59
"576","Plantae","Fryeellaceae","needs_id",1
"577","Plantae","Funariaceae","needs_id",2700
"578","Plantae","Funariaceae","research",2507
"579","Plantae","Furcellariaceae","needs_id",62
"580","Plantae","Furcellariaceae","research",43
"581","Plantae","Galaxauraceae","needs_id",302
"582","Plantae","Galaxauraceae","research",50
"583","Plantae","Garryaceae","needs_id",4237
"584","Plantae","Garryaceae","research",4240
"585","Plantae","Gayraliaceae","needs_id",2
"586","Plantae","Geissolomataceae","needs_id",1
"587","Plantae","Geissolomataceae","research",7
"588","Plantae","Gelidiaceae","needs_id",585
"589","Plantae","Gelidiaceae","research",238
"590","Plantae","Gelidiellaceae","needs_id",15
"591","Plantae","Gelidiellaceae","research",6
"592","Plantae","Gelsemiaceae","needs_id",1436
"593","Plantae","Gelsemiaceae","research",3411
"594","Plantae","Gentianaceae","needs_id",35453
"595","Plantae","Gentianaceae","research",71161
"596","Plantae","Geocalycaceae","needs_id",119
"597","Plantae","Geocalycaceae","research",38
"598","Plantae","Geraniaceae","needs_id",108865
"599","Plantae","Geraniaceae","research",165494
"600","Plantae","Gerrardinaceae","needs_id",3
"601","Plantae","Gerrardinaceae","research",16
"602","Plantae","Gesneriaceae","needs_id",8869
"603","Plantae","Gesneriaceae","research",9902
"604","Plantae","Gigartinaceae","needs_id",3923
"605","Plantae","Gigartinaceae","research",3836
"606","Plantae","Gigaspermaceae","needs_id",6
"607","Plantae","Gigaspermaceae","research",22
"608","Plantae","Ginkgoaceae","needs_id",62
"609","Plantae","Ginkgoaceae","research",1066
"610","Plantae","Gisekiaceae","needs_id",67
"611","Plantae","Gisekiaceae","research",85
"612","Plantae","Glaucocystaceae","needs_id",13
"613","Plantae","Glaucocystaceae","research",1
"614","Plantae","Gleicheniaceae","needs_id",3188
"615","Plantae","Gleicheniaceae","research",6548
"616","Plantae","Gloeocystaceae","needs_id",8
"617","Plantae","Gloeocystaceae","research",1
"618","Plantae","Gloiosiphoniaceae","needs_id",9
"619","Plantae","Gloiosiphoniaceae","research",8
"620","Plantae","Glossopteridaceae","needs_id",1
"621","Plantae","Gnetaceae","needs_id",249
"622","Plantae","Gnetaceae","research",121
"623","Plantae","Goebeliellaceae","needs_id",1
"624","Plantae","Goebeliellaceae","research",1
"625","Plantae","Gomortegaceae","needs_id",4
"626","Plantae","Gomortegaceae","research",22
"627","Plantae","Gonatozygaceae","needs_id",16
"628","Plantae","Gonatozygaceae","research",8
"629","Plantae","Goniaceae","needs_id",19
"630","Plantae","Goniaceae","research",16
"631","Plantae","Goodeniaceae","needs_id",7226
"632","Plantae","Goodeniaceae","research",14767
"633","Plantae","Goupiaceae","needs_id",8
"634","Plantae","Goupiaceae","research",4
"635","Plantae","Gracilariaceae","needs_id",846
"636","Plantae","Gracilariaceae","research",204
"637","Plantae","Grimmiaceae","needs_id",8466
"638","Plantae","Grimmiaceae","research",3990
"639","Plantae","Griseliniaceae","needs_id",195
"640","Plantae","Griseliniaceae","research",2452
"641","Plantae","Grossulariaceae","needs_id",43033
"642","Plantae","Grossulariaceae","research",35351
"643","Plantae","Grubbiaceae","needs_id",112
"644","Plantae","Grubbiaceae","research",280
"645","Plantae","Gunneraceae","needs_id",1735
"646","Plantae","Gunneraceae","research",1934
"647","Plantae","Gymnomitriaceae","needs_id",225
"648","Plantae","Gymnomitriaceae","research",84
"649","Plantae","Gyrostemonaceae","needs_id",72
"650","Plantae","Gyrostemonaceae","research",68
"651","Plantae","Gyrothyraceae","needs_id",22
"652","Plantae","Gyrothyraceae","research",9
"653","Plantae","Haematococcaceae","needs_id",75
"654","Plantae","Haematococcaceae","research",25
"655","Plantae","Haemodoraceae","needs_id",2276
"656","Plantae","Haemodoraceae","research",4352
"657","Plantae","Halimedaceae","needs_id",781
"658","Plantae","Halimedaceae","research",152
"659","Plantae","Halophytaceae","needs_id",1
"660","Plantae","Halophytaceae","research",3
"661","Plantae","Haloragaceae","needs_id",5284
"662","Plantae","Haloragaceae","research",8196
"663","Plantae","Halosphaeraceae","needs_id",3
"664","Plantae","Halymeniaceae","needs_id",1170
"665","Plantae","Halymeniaceae","research",406
"666","Plantae","Hamamelidaceae","needs_id",9269
"667","Plantae","Hamamelidaceae","research",12883
"668","Plantae","Hanguanaceae","needs_id",29
"669","Plantae","Hanguanaceae","research",12
"670","Plantae","Hapalidiaceae","needs_id",6
"671","Plantae","Haplomitriaceae","needs_id",6
"672","Plantae","Haplomitriaceae","research",7
"673","Plantae","Harpanthaceae","needs_id",2
"674","Plantae","Hedwigiaceae","needs_id",4144
"675","Plantae","Hedwigiaceae","research",1083
"676","Plantae","Heliconiaceae","needs_id",6782
"677","Plantae","Heliconiaceae","research",8419
"678","Plantae","Helicophyllaceae","needs_id",1
"679","Plantae","Helwingiaceae","needs_id",25
"680","Plantae","Helwingiaceae","research",87
"681","Plantae","Hemidictyaceae","needs_id",6
"682","Plantae","Hemidictyaceae","research",5
"683","Plantae","Herbertaceae","needs_id",65
"684","Plantae","Herbertaceae","research",127
"685","Plantae","Hernandiaceae","needs_id",212
"686","Plantae","Hernandiaceae","research",330
"687","Plantae","Herzogianthaceae","needs_id",4
"688","Plantae","Herzogianthaceae","research",2
"689","Plantae","Heterocladiellaceae","needs_id",8
"690","Plantae","Heterocladiellaceae","research",2
"691","Plantae","Hildenbrandiaceae","needs_id",249
"692","Plantae","Hildenbrandiaceae","research",147
"693","Plantae","Himantandraceae","needs_id",2
"694","Plantae","Himantandraceae","research",1
"695","Plantae","Hookeriaceae","needs_id",475
"696","Plantae","Hookeriaceae","research",762
"697","Plantae","Humiriaceae","needs_id",57
"698","Plantae","Humiriaceae","research",24
"699","Plantae","Hydatellaceae","needs_id",3
"700","Plantae","Hydatellaceae","research",8
"701","Plantae","Hydrangeaceae","needs_id",27512
"702","Plantae","Hydrangeaceae","research",14033
"703","Plantae","Hydrocharitaceae","needs_id",3693
"704","Plantae","Hydrocharitaceae","research",9433
"705","Plantae","Hydrodictyaceae","needs_id",579
"706","Plantae","Hydrodictyaceae","research",439
"707","Plantae","Hydroleaceae","needs_id",404
"708","Plantae","Hydroleaceae","research",1340
"709","Plantae","Hydrostachyaceae","needs_id",1
"710","Plantae","Hydrostachyaceae","research",15
"711","Plantae","Hylocomiaceae","needs_id",8737
"712","Plantae","Hylocomiaceae","research",19393
"713","Plantae","Hymenolomataceae","needs_id",45
"714","Plantae","Hymenolomataceae","research",19
"715","Plantae","Hymenophyllaceae","needs_id",1857
"716","Plantae","Hymenophyllaceae","research",7084
"717","Plantae","Hymenophytaceae","needs_id",51
"718","Plantae","Hymenophytaceae","research",209
"719","Plantae","Hypericaceae","needs_id",56441
"720","Plantae","Hypericaceae","research",48542
"721","Plantae","Hypnaceae","needs_id",12674
"722","Plantae","Hypnaceae","research",7193
"723","Plantae","Hypneaceae","needs_id",82
"724","Plantae","Hypneaceae","research",31
"725","Plantae","Hypnodendraceae","needs_id",203
"726","Plantae","Hypnodendraceae","research",49
"727","Plantae","Hypodematiaceae","needs_id",20
"728","Plantae","Hypodematiaceae","research",19
"729","Plantae","Hypopterygiaceae","needs_id",921
"730","Plantae","Hypopterygiaceae","research",187
"731","Plantae","Hypoxidaceae","needs_id",6892
"732","Plantae","Hypoxidaceae","research",8100
"733","Plantae","Icacinaceae","needs_id",329
"734","Plantae","Icacinaceae","research",520
"735","Plantae","Iridaceae","needs_id",111967
"736","Plantae","Iridaceae","research",148094
"737","Plantae","Irvingiaceae","needs_id",28
"738","Plantae","Irvingiaceae","research",2
"739","Plantae","Isoetaceae","needs_id",664
"740","Plantae","Isoetaceae","research",393
"741","Plantae","Iteaceae","needs_id",1775
"742","Plantae","Iteaceae","research",2164
"743","Plantae","Ixioliriaceae","needs_id",28
"744","Plantae","Ixioliriaceae","research",122
"745","Plantae","Ixonanthaceae","needs_id",25
"746","Plantae","Ixonanthaceae","research",2
"747","Plantae","Jocheniaceae","needs_id",75
"748","Plantae","Jocheniaceae","research",11
"749","Plantae","Joinvilleaceae","needs_id",16
"750","Plantae","Joinvilleaceae","research",13
"751","Plantae","Jubulaceae","needs_id",4154
"752","Plantae","Jubulaceae","research",1550
"753","Plantae","Juglandaceae","needs_id",78508
"754","Plantae","Juglandaceae","research",42286
"755","Plantae","Juncaceae","needs_id",52646
"756","Plantae","Juncaceae","research",30293
"757","Plantae","Juncaginaceae","needs_id",2224
"758","Plantae","Juncaginaceae","research",2821
"759","Plantae","Jungermanniaceae","needs_id",440
"760","Plantae","Jungermanniaceae","research",151
"761","Plantae","Kallymeniaceae","needs_id",466
"762","Plantae","Kallymeniaceae","research",290
"763","Plantae","Kewaceae","needs_id",61
"764","Plantae","Kewaceae","research",141
"765","Plantae","Kirkiaceae","needs_id",34
"766","Plantae","Kirkiaceae","research",57
"767","Plantae","Klebsormidiaceae","needs_id",66
"768","Plantae","Klebsormidiaceae","research",2
"769","Plantae","Koeberliniaceae","needs_id",242
"770","Plantae","Koeberliniaceae","research",1439
"771","Plantae","Koliellaceae","needs_id",1
"772","Plantae","Kornmanniaceae","needs_id",7
"773","Plantae","Kornmanniaceae","research",2
"774","Plantae","Krameriaceae","needs_id",1595
"775","Plantae","Krameriaceae","research",5127
"776","Plantae","Lacistemataceae","needs_id",68
"777","Plantae","Lacistemataceae","research",47
"778","Plantae","Lamiaceae","needs_id",261623
"779","Plantae","Lamiaceae","research",700409
"780","Plantae","Lanariaceae","needs_id",52
"781","Plantae","Lanariaceae","research",426
"782","Plantae","Lardizabalaceae","needs_id",747
"783","Plantae","Lardizabalaceae","research",1535
"784","Plantae","Lauraceae","needs_id",24705
"785","Plantae","Lauraceae","research",68502
"786","Plantae","Lecythidaceae","needs_id",1623
"787","Plantae","Lecythidaceae","research",2680
"788","Plantae","Leiosporocerotaceae","needs_id",1
"789","Plantae","Lejeuneaceae","needs_id",446
"790","Plantae","Lejeuneaceae","research",157
"791","Plantae","Lemaneaceae","needs_id",26
"792","Plantae","Lembophyllaceae","needs_id",1999
"793","Plantae","Lembophyllaceae","research",1489
"794","Plantae","Lentibulariaceae","needs_id",7303
"795","Plantae","Lentibulariaceae","research",18452
"796","Plantae","Lepicoleaceae","needs_id",8
"797","Plantae","Lepicoleaceae","research",3
"798","Plantae","Lepidobotryaceae","needs_id",1
"799","Plantae","Lepidobotryaceae","research",9
"800","Plantae","Lepidodendraceae","needs_id",11
"801","Plantae","Lepidolaenaceae","needs_id",52
"802","Plantae","Lepidolaenaceae","research",18
"803","Plantae","Lepidoziaceae","needs_id",1654
"804","Plantae","Lepidoziaceae","research",1550
"805","Plantae","Leptodontaceae","needs_id",18
"806","Plantae","Leptodontaceae","research",72
"807","Plantae","Lepyrodontaceae","needs_id",6
"808","Plantae","Lepyrodontaceae","research",1
"809","Plantae","Leskeaceae","needs_id",330
"810","Plantae","Leskeaceae","research",155
"811","Plantae","Leucobryaceae","needs_id",201
"812","Plantae","Leucobryaceae","research",51
"813","Plantae","Leucodontaceae","needs_id",2016
"814","Plantae","Leucodontaceae","research",2670
"815","Plantae","Leucomiaceae","needs_id",6
"816","Plantae","Liagoraceae","needs_id",200
"817","Plantae","Liagoraceae","research",314
"818","Plantae","Liliaceae","needs_id",35962
"819","Plantae","Liliaceae","research",184118
"820","Plantae","Limeaceae","needs_id",265
"821","Plantae","Limeaceae","research",225
"822","Plantae","Limnanthaceae","needs_id",1194
"823","Plantae","Limnanthaceae","research",2119
"824","Plantae","Linaceae","needs_id",18018
"825","Plantae","Linaceae","research",15311
"826","Plantae","Linderniaceae","needs_id",2184
"827","Plantae","Linderniaceae","research",7015
"828","Plantae","Lindsaeaceae","needs_id",563
"829","Plantae","Lindsaeaceae","research",2714
"830","Plantae","Lithophyllaceae","needs_id",4
"831","Plantae","Loasaceae","needs_id",6715
"832","Plantae","Loasaceae","research",12516
"833","Plantae","Loganiaceae","needs_id",2430
"834","Plantae","Loganiaceae","research",5941
"835","Plantae","Lomariopsidaceae","needs_id",73
"836","Plantae","Lomariopsidaceae","research",70
"837","Plantae","Lomentariaceae","needs_id",31
"838","Plantae","Lomentariaceae","research",43
"839","Plantae","Lonchitidaceae","needs_id",14
"840","Plantae","Lonchitidaceae","research",7
"841","Plantae","Lophiocarpaceae","needs_id",22
"842","Plantae","Lophiocarpaceae","research",51
"843","Plantae","Lophocoleaceae","needs_id",1394
"844","Plantae","Lophocoleaceae","research",926
"845","Plantae","Lophoziaceae","needs_id",101
"846","Plantae","Lophoziaceae","research",22
"847","Plantae","Loranthaceae","needs_id",4334
"848","Plantae","Loranthaceae","research",7151
"849","Plantae","Lowiaceae","needs_id",6
"850","Plantae","Lowiaceae","research",1
"851","Plantae","Loxsomataceae","research",62
"852","Plantae","Lunulariaceae","needs_id",151
"853","Plantae","Lunulariaceae","research",2969
"854","Plantae","Lycopodiaceae","needs_id",24550
"855","Plantae","Lycopodiaceae","research",46322
"856","Plantae","Lygodiaceae","needs_id",1269
"857","Plantae","Lygodiaceae","research",8348
"858","Plantae","Lythraceae","needs_id",21945
"859","Plantae","Lythraceae","research",53851
"860","Plantae","Macarthuriaceae","needs_id",7
"861","Plantae","Macarthuriaceae","research",32
"862","Plantae","Magnoliaceae","needs_id",18901
"863","Plantae","Magnoliaceae","research",49068
"864","Plantae","Makinoaceae","research",2
"865","Plantae","Malpighiaceae","needs_id",7095
"866","Plantae","Malpighiaceae","research",5682
"867","Plantae","Malvaceae","needs_id",196218
"868","Plantae","Malvaceae","research",206721
"869","Plantae","Marantaceae","needs_id",3760
"870","Plantae","Marantaceae","research",3104
"871","Plantae","Marattiaceae","needs_id",586
"872","Plantae","Marattiaceae","research",2099
"873","Plantae","Marcgraviaceae","needs_id",381
"874","Plantae","Marcgraviaceae","research",265
"875","Plantae","Marchantiaceae","needs_id",2816
"876","Plantae","Marchantiaceae","research",5974
"877","Plantae","Marsileaceae","needs_id",939
"878","Plantae","Marsileaceae","research",1011
"879","Plantae","Martyniaceae","needs_id",1244
"880","Plantae","Martyniaceae","research",3119
"881","Plantae","Mastigophoraceae","needs_id",14
"882","Plantae","Mastigophoraceae","research",19
"883","Plantae","Matoniaceae","needs_id",1
"884","Plantae","Matoniaceae","research",3
"885","Plantae","Maundiaceae","research",1
"886","Plantae","Mayacaceae","needs_id",39
"887","Plantae","Mayacaceae","research",172
"888","Plantae","Mazaceae","needs_id",1804
"889","Plantae","Mazaceae","research",4259
"890","Plantae","Meesiaceae","needs_id",29
"891","Plantae","Meesiaceae","research",96
"892","Plantae","Melanthiaceae","needs_id",25416
"893","Plantae","Melanthiaceae","research",122340
"894","Plantae","Melastomataceae","needs_id",30245
"895","Plantae","Melastomataceae","research",20902
"896","Plantae","Meliaceae","needs_id",8082
"897","Plantae","Meliaceae","research",18532
"898","Plantae","Menispermaceae","needs_id",4936
"899","Plantae","Menispermaceae","research",14006
"900","Plantae","Menyanthaceae","needs_id",1450
"901","Plantae","Menyanthaceae","research",8347
"902","Plantae","Mesotaeniaceae","needs_id",237
"903","Plantae","Mesotaeniaceae","research",104
"904","Plantae","Metaxyaceae","needs_id",8
"905","Plantae","Metaxyaceae","research",12
"906","Plantae","Meteoriaceae","needs_id",167
"907","Plantae","Meteoriaceae","research",26
"908","Plantae","Metteniusaceae","needs_id",18
"909","Plantae","Metteniusaceae","research",1
"910","Plantae","Metzgeriaceae","needs_id",613
"911","Plantae","Metzgeriaceae","research",933
"912","Plantae","Micractiniaceae","needs_id",12
"913","Plantae","Micractiniaceae","research",9
"914","Plantae","Micromitriaceae","needs_id",1
"915","Plantae","Microteaceae","needs_id",10
"916","Plantae","Microteaceae","research",4
"917","Plantae","Misodendraceae","needs_id",155
"918","Plantae","Misodendraceae","research",181
"919","Plantae","Mitrastemonaceae","needs_id",15
"920","Plantae","Mitrastemonaceae","research",54
"921","Plantae","Mitteniaceae","needs_id",15
"922","Plantae","Mniaceae","needs_id",14431
"923","Plantae","Mniaceae","research",7687
"924","Plantae","Moerckiaceae","needs_id",10
"925","Plantae","Moerckiaceae","research",3
"926","Plantae","Molluginaceae","needs_id",1691
"927","Plantae","Molluginaceae","research",3668
"928","Plantae","Monimiaceae","needs_id",605
"929","Plantae","Monimiaceae","research",2347
"930","Plantae","Monocarpaceae","needs_id",1
"931","Plantae","Monocleaceae","needs_id",92
"932","Plantae","Monocleaceae","research",326
"933","Plantae","Monosoleniaceae","needs_id",1
"934","Plantae","Monosoleniaceae","research",2
"935","Plantae","Monostromataceae","needs_id",6
"936","Plantae","Monostromataceae","research",3
"937","Plantae","Montiaceae","needs_id",23019
"938","Plantae","Montiaceae","research",71173
"939","Plantae","Montiniaceae","needs_id",143
"940","Plantae","Montiniaceae","research",844
"941","Plantae","Moraceae","needs_id",76535
"942","Plantae","Moraceae","research",75531
"943","Plantae","Moringaceae","needs_id",1229
"944","Plantae","Moringaceae","research",962
"945","Plantae","Muntingiaceae","needs_id",369
"946","Plantae","Muntingiaceae","research",1793
"947","Plantae","Musaceae","needs_id",5988
"948","Plantae","Musaceae","research",4392
"949","Plantae","Mychodeaceae","needs_id",1
"950","Plantae","Myliaceae","needs_id",103
"951","Plantae","Myliaceae","research",46
"952","Plantae","Myodocarpaceae","needs_id",35
"953","Plantae","Myodocarpaceae","research",9
"954","Plantae","Myricaceae","needs_id",6058
"955","Plantae","Myricaceae","research",26612
"956","Plantae","Myristicaceae","needs_id",667
"957","Plantae","Myristicaceae","research",188
"958","Plantae","Myrothamnaceae","needs_id",4
"959","Plantae","Myrothamnaceae","research",126
"960","Plantae","Myrtaceae","needs_id",71059
"961","Plantae","Myrtaceae","research",64384
"962","Plantae","Myuriaceae","needs_id",7
"963","Plantae","Nartheciaceae","needs_id",976
"964","Plantae","Nartheciaceae","research",3186
"965","Plantae","Neckeraceae","needs_id",10118
"966","Plantae","Neckeraceae","research",3395
"967","Plantae","Nelumbonaceae","needs_id",532
"968","Plantae","Nelumbonaceae","research",4925
"969","Plantae","Nemastomaceae","needs_id",3
"970","Plantae","Nemastomaceae","research",9
"971","Plantae","Nemastomataceae","needs_id",7
"972","Plantae","Nemastomataceae","research",1
"973","Plantae","Neochloridaceae","needs_id",13
"974","Plantae","Neochloridaceae","research",7
"975","Plantae","Neotrichocoleaceae","needs_id",1
"976","Plantae","Nepenthaceae","needs_id",155
"977","Plantae","Nepenthaceae","research",2202
"978","Plantae","Nephrolepidaceae","needs_id",7205
"979","Plantae","Nephrolepidaceae","research",5734
"980","Plantae","Neuradaceae","needs_id",159
"981","Plantae","Neuradaceae","research",363
"982","Plantae","Nitrariaceae","needs_id",197
"983","Plantae","Nitrariaceae","research",1027
"984","Plantae","Nizymeniaceae","needs_id",1
"985","Plantae","Nothofagaceae","needs_id",949
"986","Plantae","Nothofagaceae","research",3773
"987","Plantae","Notothyladaceae","needs_id",124
"988","Plantae","Notothyladaceae","research",134
"989","Plantae","Nyctaginaceae","needs_id",21960
"990","Plantae","Nyctaginaceae","research",40096
"991","Plantae","Nymphaeaceae","needs_id",24742
"992","Plantae","Nymphaeaceae","research",26724
"993","Plantae","Nyssaceae","needs_id",9988
"994","Plantae","Nyssaceae","research",4184
"995","Plantae","Ochnaceae","needs_id",1784
"996","Plantae","Ochnaceae","research",1533
"997","Plantae","Octoblepharaceae","needs_id",642
"998","Plantae","Octoblepharaceae","research",404
"999","Plantae","Oedipodiaceae","needs_id",3
"1000","Plantae","Oedogoniaceae","needs_id",281
"1001","Plantae","Oedogoniaceae","research",51
"1002","Plantae","Olacaceae","needs_id",655
"1003","Plantae","Olacaceae","research",1249
"1004","Plantae","Oleaceae","needs_id",131486
"1005","Plantae","Oleaceae","research",87988
"1006","Plantae","Oleandraceae","needs_id",33
"1007","Plantae","Oleandraceae","research",22
"1008","Plantae","Onagraceae","needs_id",168787
"1009","Plantae","Onagraceae","research",199013
"1010","Plantae","Onocleaceae","needs_id",1634
"1011","Plantae","Onocleaceae","research",46601
"1012","Plantae","Oocystaceae","needs_id",148
"1013","Plantae","Oocystaceae","research",42
"1014","Plantae","Ophioglossaceae","needs_id",6899
"1015","Plantae","Ophioglossaceae","research",14340
"1016","Plantae","Opiliaceae","needs_id",114
"1017","Plantae","Opiliaceae","research",545
"1018","Plantae","Orchidaceae","needs_id",110235
"1019","Plantae","Orchidaceae","research",449010
"1020","Plantae","Orobanchaceae","needs_id",90506
"1021","Plantae","Orobanchaceae","research",175039
"1022","Plantae","Orthorrhynchiaceae","needs_id",6
"1023","Plantae","Orthorrhynchiaceae","research",3
"1024","Plantae","Orthotrichaceae","needs_id",15325
"1025","Plantae","Orthotrichaceae","research",3472
"1026","Plantae","Osmundaceae","needs_id",8560
"1027","Plantae","Osmundaceae","research",33970
"1028","Plantae","Oxalidaceae","needs_id",67342
"1029","Plantae","Oxalidaceae","research",106785
"1030","Plantae","Oxymitraceae","needs_id",10
"1031","Plantae","Oxymitraceae","research",14
"1032","Plantae","Paeoniaceae","needs_id",3204
"1033","Plantae","Paeoniaceae","research",5589
"1034","Plantae","Pallaviciniaceae","needs_id",592
"1035","Plantae","Pallaviciniaceae","research",297
"1036","Plantae","Palmariaceae","needs_id",374
"1037","Plantae","Palmariaceae","research",1231
"1038","Plantae","Palmellopsidaceae","needs_id",14
"1039","Plantae","Palmellopsidaceae","research",12
