"","kingdom","family","quality_grade","n"
"1040","Plantae","Pandaceae","needs_id",10
"1041","Plantae","Pandaceae","research",5
"1042","Plantae","Pandanaceae","needs_id",3581
"1043","Plantae","Pandanaceae","research",4434
"1044","Plantae","Papaveraceae","needs_id",63855
"1045","Plantae","Papaveraceae","research",203882
"1046","Plantae","Paracryphiaceae","needs_id",99
"1047","Plantae","Paracryphiaceae","research",396
"1048","Plantae","Passifloraceae","needs_id",5120
"1049","Plantae","Passifloraceae","research",53535
"1050","Plantae","Paulowniaceae","needs_id",3333
"1051","Plantae","Paulowniaceae","research",8282
"1052","Plantae","Pedaliaceae","needs_id",545
"1053","Plantae","Pedaliaceae","research",1394
"1054","Plantae","Pelliaceae","needs_id",1803
"1055","Plantae","Pelliaceae","research",685
"1056","Plantae","Penaeaceae","needs_id",649
"1057","Plantae","Penaeaceae","research",2459
"1058","Plantae","Peniaceae","needs_id",43
"1059","Plantae","Peniaceae","research",4
"1060","Plantae","Pennantiaceae","needs_id",40
"1061","Plantae","Pennantiaceae","research",1017
"1062","Plantae","Pentaphragmataceae","needs_id",23
"1063","Plantae","Pentaphragmataceae","research",11
"1064","Plantae","Pentaphylacaceae","needs_id",1911
"1065","Plantae","Pentaphylacaceae","research",1069
"1066","Plantae","Penthoraceae","needs_id",333
"1067","Plantae","Penthoraceae","research",1933
"1068","Plantae","Peraceae","needs_id",1057
"1069","Plantae","Peraceae","research",603
"1070","Plantae","Peridiscaceae","needs_id",2
"1071","Plantae","Peridiscaceae","research",1
"1072","Plantae","Petalophyllaceae","needs_id",1
"1073","Plantae","Petalophyllaceae","research",7
"1074","Plantae","Petenaeaceae","needs_id",2
"1075","Plantae","Petenaeaceae","research",9
"1076","Plantae","Petermanniaceae","needs_id",8
"1077","Plantae","Petermanniaceae","research",42
"1078","Plantae","Petiveriaceae","needs_id",734
"1079","Plantae","Petiveriaceae","research",8938
"1080","Plantae","Petrocelidaceae","needs_id",5
"1081","Plantae","Petrosaviaceae","needs_id",1
"1082","Plantae","Petrosaviaceae","research",3
"1083","Plantae","Peyssonneliaceae","needs_id",112
"1084","Plantae","Peyssonneliaceae","research",19
"1085","Plantae","Phacelocarpaceae","needs_id",3
"1086","Plantae","Phacotaceae","needs_id",4
"1087","Plantae","Phacotaceae","research",1
"1088","Plantae","Phaeophilaceae","needs_id",1
"1089","Plantae","Phellinaceae","needs_id",1
"1090","Plantae","Philesiaceae","needs_id",4
"1091","Plantae","Philesiaceae","research",435
"1092","Plantae","Philydraceae","needs_id",23
"1093","Plantae","Philydraceae","research",363
"1094","Plantae","Phrymaceae","needs_id",25679
"1095","Plantae","Phrymaceae","research",51920
"1096","Plantae","Phyllanthaceae","needs_id",13719
"1097","Plantae","Phyllanthaceae","research",17535
"1098","Plantae","Phyllogoniaceae","needs_id",4
"1099","Plantae","Phyllonomaceae","needs_id",9
"1100","Plantae","Phyllonomaceae","research",19
"1101","Plantae","Phyllophoraceae","needs_id",1634
"1102","Plantae","Phyllophoraceae","research",1813
"1103","Plantae","Phyllosiphonaceae","needs_id",3
"1104","Plantae","Phyllosiphonaceae","research",1
"1105","Plantae","Physenaceae","needs_id",5
"1106","Plantae","Physenaceae","research",27
"1107","Plantae","Phytolaccaceae","needs_id",4154
"1108","Plantae","Phytolaccaceae","research",64772
"1109","Plantae","Picramniaceae","needs_id",222
"1110","Plantae","Picramniaceae","research",211
"1111","Plantae","Picrodendraceae","needs_id",345
"1112","Plantae","Picrodendraceae","research",962
"1113","Plantae","Pinaceae","needs_id",244017
"1114","Plantae","Pinaceae","research",270609
"1115","Plantae","Piperaceae","needs_id",10216
"1116","Plantae","Piperaceae","research",11392
"1117","Plantae","Pithophoraceae","needs_id",3
"1118","Plantae","Pittosporaceae","needs_id",5484
"1119","Plantae","Pittosporaceae","research",19433
"1120","Plantae","Plagiochilaceae","needs_id",1092
"1121","Plantae","Plagiochilaceae","research",649
"1122","Plantae","Plagiogyriaceae","needs_id",89
"1123","Plantae","Plagiogyriaceae","research",434
"1124","Plantae","Plagiotheciaceae","needs_id",1135
"1125","Plantae","Plagiotheciaceae","research",2660
"1126","Plantae","Plantaginaceae","needs_id",144767
"1127","Plantae","Plantaginaceae","research",431293
"1128","Plantae","Platanaceae","needs_id",22024
"1129","Plantae","Platanaceae","research",28301
"1130","Plantae","Pleurastraceae","needs_id",1
"1131","Plantae","Pleurophascaceae","needs_id",1
"1132","Plantae","Pleurophascaceae","research",20
"1133","Plantae","Pleuroziaceae","needs_id",20
"1134","Plantae","Pleuroziaceae","research",24
"1135","Plantae","Pleuroziopsaceae","needs_id",12
"1136","Plantae","Pleuroziopsaceae","research",9
"1137","Plantae","Plocamiaceae","needs_id",977
"1138","Plantae","Plocamiaceae","research",607
"1139","Plantae","Plocospermataceae","needs_id",4
"1140","Plantae","Plocospermataceae","research",11
"1141","Plantae","Plumbaginaceae","needs_id",14552
"1142","Plantae","Plumbaginaceae","research",22553
"1143","Plantae","Poaceae","needs_id",569465
"1144","Plantae","Poaceae","research",521403
"1145","Plantae","Podocarpaceae","needs_id",3884
"1146","Plantae","Podocarpaceae","research",14797
"1147","Plantae","Podostemaceae","needs_id",97
"1148","Plantae","Podostemaceae","research",112
"1149","Plantae","Polemoniaceae","needs_id",42733
"1150","Plantae","Polemoniaceae","research",88901
"1151","Plantae","Polyblepharidaceae","needs_id",3
"1152","Plantae","Polygalaceae","needs_id",21323
"1153","Plantae","Polygalaceae","research",37661
"1154","Plantae","Polygonaceae","needs_id",253615
"1155","Plantae","Polygonaceae","research",236846
"1156","Plantae","Polyidaceae","needs_id",22
"1157","Plantae","Polyidaceae","research",25
"1158","Plantae","Polyphysaceae","needs_id",50
"1159","Plantae","Polyphysaceae","research",35
"1160","Plantae","Polypodiaceae","needs_id",29756
"1161","Plantae","Polypodiaceae","research",54674
"1162","Plantae","Polytrichaceae","needs_id",42806
"1163","Plantae","Polytrichaceae","research",13535
"1164","Plantae","Pontederiaceae","needs_id",4419
"1165","Plantae","Pontederiaceae","research",22137
"1166","Plantae","Porellaceae","needs_id",2081
"1167","Plantae","Porellaceae","research",1857
"1168","Plantae","Portulacaceae","needs_id",10079
"1169","Plantae","Portulacaceae","research",20221
"1170","Plantae","Posidoniaceae","needs_id",471
"1171","Plantae","Posidoniaceae","research",574
"1172","Plantae","Potamogetonaceae","needs_id",7981
"1173","Plantae","Potamogetonaceae","research",8353
"1174","Plantae","Pottiaceae","needs_id",16798
"1175","Plantae","Pottiaceae","research",7426
"1176","Plantae","Prasiolaceae","needs_id",96
"1177","Plantae","Prasiolaceae","research",36
"1178","Plantae","Primulaceae","needs_id",36527
"1179","Plantae","Primulaceae","research",179656
"1180","Plantae","Proteaceae","needs_id",22560
"1181","Plantae","Proteaceae","research",84616
"1182","Plantae","Pseudoanemoniaceae","needs_id",1
"1183","Plantae","Pseudocodiaceae","needs_id",4
"1184","Plantae","Pseudolepicoleaceae","needs_id",16
"1185","Plantae","Pseudolepicoleaceae","research",37
"1186","Plantae","Pseudoleskeaceae","needs_id",22
"1187","Plantae","Pseudoleskeaceae","research",13
"1188","Plantae","Pseudoleskeellaceae","needs_id",10
"1189","Plantae","Pseudoleskeellaceae","research",33
"1190","Plantae","Psilotaceae","needs_id",244
"1191","Plantae","Psilotaceae","research",3203
"1192","Plantae","Pteridaceae","needs_id",23720
"1193","Plantae","Pteridaceae","research",81639
"1194","Plantae","Pterigynandraceae","needs_id",18
"1195","Plantae","Pterigynandraceae","research",28
"1196","Plantae","Pterobryaceae","needs_id",62
"1197","Plantae","Pterobryaceae","research",39
"1198","Plantae","Pterocladiaceae","needs_id",1
"1199","Plantae","Ptilidiaceae","needs_id",769
"1200","Plantae","Ptilidiaceae","research",718
"1201","Plantae","Ptychomitriaceae","needs_id",90
"1202","Plantae","Ptychomitriaceae","research",37
"1203","Plantae","Ptychomniaceae","needs_id",136
"1204","Plantae","Ptychomniaceae","research",549
"1205","Plantae","Putranjivaceae","needs_id",319
"1206","Plantae","Putranjivaceae","research",400
"1207","Plantae","Pylaisiaceae","needs_id",70
"1208","Plantae","Pylaisiaceae","research",34
"1209","Plantae","Pylaisiadelphaceae","needs_id",35
"1210","Plantae","Pylaisiadelphaceae","research",6
"1211","Plantae","Quillajaceae","needs_id",87
"1212","Plantae","Quillajaceae","research",429
"1213","Plantae","Racopilaceae","needs_id",191
"1214","Plantae","Racopilaceae","research",99
"1215","Plantae","Radiococcaceae","needs_id",18
"1216","Plantae","Radiococcaceae","research",2
"1217","Plantae","Radulaceae","needs_id",1187
"1218","Plantae","Radulaceae","research",1527
"1219","Plantae","Rafflesiaceae","needs_id",103
"1220","Plantae","Rafflesiaceae","research",196
"1221","Plantae","Ranunculaceae","needs_id",278601
"1222","Plantae","Ranunculaceae","research",464344
"1223","Plantae","Rapateaceae","needs_id",34
"1224","Plantae","Rapateaceae","research",65
"1225","Plantae","Rebouliaceae","needs_id",2169
"1226","Plantae","Rebouliaceae","research",1614
"1227","Plantae","Resedaceae","needs_id",3082
"1228","Plantae","Resedaceae","research",6865
"1229","Plantae","Restionaceae","needs_id",10845
"1230","Plantae","Restionaceae","research",6354
"1231","Plantae","Rhabdodendraceae","needs_id",1
"1232","Plantae","Rhabdodendraceae","research",1
"1233","Plantae","Rhabdoweisiaceae","needs_id",33
"1234","Plantae","Rhabdoweisiaceae","research",11
"1235","Plantae","Rhachidosoraceae","needs_id",2
"1236","Plantae","Rhacocarpaceae","needs_id",54
"1237","Plantae","Rhacocarpaceae","research",39
"1238","Plantae","Rhamnaceae","needs_id",49000
"1239","Plantae","Rhamnaceae","research",103299
"1240","Plantae","Rhizogoniaceae","needs_id",483
"1241","Plantae","Rhizogoniaceae","research",310
"1242","Plantae","Rhizophoraceae","needs_id",3578
"1243","Plantae","Rhizophoraceae","research",7561
"1244","Plantae","Rhizophyllidaceae","needs_id",12
"1245","Plantae","Rhizophyllidaceae","research",2
"1246","Plantae","Rhodochaetaceae","needs_id",1
"1247","Plantae","Rhodomelaceae","needs_id",2219
"1248","Plantae","Rhodomelaceae","research",1691
"1249","Plantae","Rhodophysemataceae","needs_id",1
"1250","Plantae","Rhodothamniellaceae","needs_id",2
"1251","Plantae","Rhodothamniellaceae","research",7
"1252","Plantae","Rhodymeniaceae","needs_id",501
"1253","Plantae","Rhodymeniaceae","research",239
"1254","Plantae","Rhytidiaceae","needs_id",1
"1255","Plantae","Ricciaceae","needs_id",1677
"1256","Plantae","Ricciaceae","research",2059
"1257","Plantae","Riellaceae","research",1
"1258","Plantae","Rigodiaceae","needs_id",6
"1259","Plantae","Rigodiaceae","research",8
"1260","Plantae","Ripogonaceae","needs_id",245
"1261","Plantae","Ripogonaceae","research",1126
"1262","Plantae","Rissoellaceae","needs_id",2
"1263","Plantae","Rissoellaceae","research",1
"1264","Plantae","Roridulaceae","needs_id",1
"1265","Plantae","Roridulaceae","research",113
"1266","Plantae","Rosaceae","needs_id",823406
"1267","Plantae","Rosaceae","research",785802
"1268","Plantae","Rousseaceae","needs_id",108
"1269","Plantae","Rousseaceae","research",1539
"1270","Plantae","Rubiaceae","needs_id",146873
"1271","Plantae","Rubiaceae","research",249723
"1272","Plantae","Ruppiaceae","needs_id",255
"1273","Plantae","Ruppiaceae","research",147
"1274","Plantae","Rutaceae","needs_id",28785
"1275","Plantae","Rutaceae","research",48719
"1276","Plantae","Rutenbergiaceae","needs_id",1
"1277","Plantae","Sabiaceae","needs_id",279
"1278","Plantae","Sabiaceae","research",437
"1279","Plantae","Saccolomataceae","needs_id",14
"1280","Plantae","Saccolomataceae","research",9
"1281","Plantae","Saelaniaceae","needs_id",1
"1282","Plantae","Saelaniaceae","research",9
"1283","Plantae","Salicaceae","needs_id",174376
"1284","Plantae","Salicaceae","research",112913
"1285","Plantae","Salvadoraceae","needs_id",328
"1286","Plantae","Salvadoraceae","research",525
"1287","Plantae","Salviniaceae","needs_id",2839
"1288","Plantae","Salviniaceae","research",4573
"1289","Plantae","Santalaceae","needs_id",15659
"1290","Plantae","Santalaceae","research",33403
"1291","Plantae","Sapindaceae","needs_id",141352
"1292","Plantae","Sapindaceae","research",261345
"1293","Plantae","Sapotaceae","needs_id",5772
"1294","Plantae","Sapotaceae","research",9782
"1295","Plantae","Sarcobataceae","needs_id",415
"1296","Plantae","Sarcobataceae","research",809
"1297","Plantae","Sarcodiaceae","needs_id",18
"1298","Plantae","Sarcodiaceae","research",30
"1299","Plantae","Sarcolaenaceae","needs_id",104
"1300","Plantae","Sarcolaenaceae","research",278
"1301","Plantae","Sarcomeniaceae","needs_id",3
"1302","Plantae","Sarraceniaceae","needs_id",399
"1303","Plantae","Sarraceniaceae","research",19306
"1304","Plantae","Saururaceae","needs_id",2211
"1305","Plantae","Saururaceae","research",10828
"1306","Plantae","Saxifragaceae","needs_id",43043
"1307","Plantae","Saxifragaceae","research",73850
"1308","Plantae","Scapaniaceae","needs_id",1999
"1309","Plantae","Scapaniaceae","research",913
"1310","Plantae","Scenedesmaceae","needs_id",751
"1311","Plantae","Scenedesmaceae","research",118
"1312","Plantae","Scheuchzeriaceae","needs_id",81
"1313","Plantae","Scheuchzeriaceae","research",971
"1314","Plantae","Schisandraceae","needs_id",698
"1315","Plantae","Schisandraceae","research",1083
"1316","Plantae","Schistochilaceae","needs_id",164
"1317","Plantae","Schistochilaceae","research",101
"1318","Plantae","Schistostegaceae","needs_id",10
"1319","Plantae","Schistostegaceae","research",145
"1320","Plantae","Schizaeaceae","needs_id",210
"1321","Plantae","Schizaeaceae","research",1210
"1322","Plantae","Schizymeniaceae","needs_id",27
"1323","Plantae","Schizymeniaceae","research",3
"1324","Plantae","Schlegeliaceae","needs_id",35
"1325","Plantae","Schlegeliaceae","research",30
"1326","Plantae","Schoepfiaceae","needs_id",111
"1327","Plantae","Schoepfiaceae","research",571
"1328","Plantae","Schroederiaceae","needs_id",4
"1329","Plantae","Sciadopityaceae","needs_id",37
"1330","Plantae","Sciadopityaceae","research",37
"1331","Plantae","Scinaiaceae","needs_id",90
"1332","Plantae","Scinaiaceae","research",19
"1333","Plantae","Scorpidiaceae","needs_id",41
"1334","Plantae","Scorpidiaceae","research",13
"1335","Plantae","Scouleriaceae","needs_id",4
"1336","Plantae","Scrophulariaceae","needs_id",60490
"1337","Plantae","Scrophulariaceae","research",119030
"1338","Plantae","Sebdeniaceae","needs_id",4
"1339","Plantae","Selaginellaceae","needs_id",10931
"1340","Plantae","Selaginellaceae","research",12743
"1341","Plantae","Selenastraceae","needs_id",107
"1342","Plantae","Selenastraceae","research",19
"1343","Plantae","Seligeriaceae","needs_id",84
"1344","Plantae","Seligeriaceae","research",47
"1345","Plantae","Sematophyllaceae","needs_id",298
"1346","Plantae","Sematophyllaceae","research",167
"1347","Plantae","Setchellanthaceae","research",10
"1348","Plantae","Simaroubaceae","needs_id",3803
"1349","Plantae","Simaroubaceae","research",31697
"1350","Plantae","Simmondsiaceae","needs_id",412
"1351","Plantae","Simmondsiaceae","research",4363
"1352","Plantae","Siparunaceae","needs_id",641
"1353","Plantae","Siparunaceae","research",157
"1354","Plantae","Siphonocladaceae","needs_id",38
"1355","Plantae","Siphonocladaceae","research",1
"1356","Plantae","Sladeniaceae","needs_id",1
"1357","Plantae","Smilacaceae","needs_id",27424
"1358","Plantae","Smilacaceae","research",44882
"1359","Plantae","Solanaceae","needs_id",136871
"1360","Plantae","Solanaceae","research",210283
"1361","Plantae","Solenostomataceae","needs_id",12
"1362","Plantae","Solenostomataceae","research",3
"1363","Plantae","Solieriaceae","needs_id",1162
"1364","Plantae","Solieriaceae","research",517
"1365","Plantae","Sphaerocarpaceae","needs_id",136
"1366","Plantae","Sphaerocarpaceae","research",115
"1367","Plantae","Sphaerococcaceae","needs_id",34
"1368","Plantae","Sphaerococcaceae","research",20
"1369","Plantae","Sphaerocystidaceae","needs_id",33
"1370","Plantae","Sphaeropleaceae","needs_id",1
"1371","Plantae","Sphaeropleaceae","research",3
"1372","Plantae","Sphaerosepalaceae","needs_id",23
"1373","Plantae","Sphaerosepalaceae","research",47
"1374","Plantae","Sphagnaceae","needs_id",19355
"1375","Plantae","Sphagnaceae","research",3684
"1376","Plantae","Sphenocleaceae","needs_id",5
"1377","Plantae","Sphenocleaceae","research",112
"1378","Plantae","Sphondylomoraceae","needs_id",1
"1379","Plantae","Spiridentaceae","needs_id",10
"1380","Plantae","Spiridentaceae","research",4
"1381","Plantae","Splachnaceae","needs_id",148
"1382","Plantae","Splachnaceae","research",320
"1383","Plantae","Spongitaceae","needs_id",5
"1384","Plantae","Sporolithaceae","needs_id",21
"1385","Plantae","Sporolithaceae","research",11
"1386","Plantae","Stachyuraceae","needs_id",99
"1387","Plantae","Stachyuraceae","research",343
"1388","Plantae","Staphyleaceae","needs_id",2279
"1389","Plantae","Staphyleaceae","research",4826
"1390","Plantae","Stegnospermataceae","needs_id",58
"1391","Plantae","Stegnospermataceae","research",209
"1392","Plantae","Stemonaceae","needs_id",26
"1393","Plantae","Stemonaceae","research",189
"1394","Plantae","Stemonuraceae","needs_id",51
"1395","Plantae","Stemonuraceae","research",45
"1396","Plantae","Stereodontaceae","needs_id",105
"1397","Plantae","Stereodontaceae","research",107
"1398","Plantae","Stereophyllaceae","needs_id",7
"1399","Plantae","Stereophyllaceae","research",1
"1400","Plantae","Stilbaceae","needs_id",400
"1401","Plantae","Stilbaceae","research",2481
"1402","Plantae","Strasburgeriaceae","needs_id",19
"1403","Plantae","Strasburgeriaceae","research",204
"1404","Plantae","Strelitziaceae","needs_id",366
"1405","Plantae","Strelitziaceae","research",1288
"1406","Plantae","Stylidiaceae","needs_id",3151
"1407","Plantae","Stylidiaceae","research",3503
"1408","Plantae","Stylonemataceae","needs_id",5
"1409","Plantae","Stylonemataceae","research",2
"1410","Plantae","Styracaceae","needs_id",3028
"1411","Plantae","Styracaceae","research",2706
"1412","Plantae","Surianaceae","needs_id",92
"1413","Plantae","Surianaceae","research",763
"1414","Plantae","Symplocaceae","needs_id",1803
"1415","Plantae","Symplocaceae","research",2549
"1416","Plantae","Takakiaceae","needs_id",1
"1417","Plantae","Takakiaceae","research",1
"1418","Plantae","Talinaceae","needs_id",827
"1419","Plantae","Talinaceae","research",3380
"1420","Plantae","Tamaricaceae","needs_id",8592
"1421","Plantae","Tamaricaceae","research",5709
"1422","Plantae","Tapisciaceae","needs_id",4
"1423","Plantae","Targioniaceae","needs_id",400
"1424","Plantae","Targioniaceae","research",236
"1425","Plantae","Taxaceae","needs_id",10070
"1426","Plantae","Taxaceae","research",11718
"1427","Plantae","Tecophilaeaceae","needs_id",291
"1428","Plantae","Tecophilaeaceae","research",1517
"1429","Plantae","Tectariaceae","needs_id",1281
"1430","Plantae","Tectariaceae","research",1416
"1431","Plantae","Tetrabaenaceae","needs_id",2
"1432","Plantae","Tetrabaenaceae","research",2
"1433","Plantae","Tetracarpaeaceae","needs_id",4
"1434","Plantae","Tetracarpaeaceae","research",19
"1435","Plantae","Tetrachondraceae","needs_id",441
"1436","Plantae","Tetrachondraceae","research",2104
"1437","Plantae","Tetramelaceae","needs_id",38
"1438","Plantae","Tetramelaceae","research",30
"1439","Plantae","Tetrameristaceae","needs_id",25
"1440","Plantae","Tetrameristaceae","research",105
"1441","Plantae","Tetraphidaceae","needs_id",169
"1442","Plantae","Tetraphidaceae","research",301
"1443","Plantae","Tetrasporaceae","needs_id",32
"1444","Plantae","Tetrasporaceae","research",5
"1445","Plantae","Thamnobryaceae","needs_id",5
"1446","Plantae","Thamnobryaceae","research",5
"1447","Plantae","Theaceae","needs_id",5946
"1448","Plantae","Theaceae","research",2974
"1449","Plantae","Theliaceae","needs_id",155
"1450","Plantae","Theliaceae","research",57
"1451","Plantae","Thelypteridaceae","needs_id",16058
"1452","Plantae","Thelypteridaceae","research",23203
"1453","Plantae","Thomandersiaceae","needs_id",1
"1454","Plantae","Thomandersiaceae","research",3
"1455","Plantae","Thoreaceae","needs_id",3
"1456","Plantae","Thuidiaceae","needs_id",10000
"1457","Plantae","Thuidiaceae","research",3126
"1458","Plantae","Thurniaceae","needs_id",59
"1459","Plantae","Thurniaceae","research",472
"1460","Plantae","Thymelaeaceae","needs_id",13155
"1461","Plantae","Thymelaeaceae","research",30881
"1462","Plantae","Ticodendraceae","research",12
"1463","Plantae","Tiliaceae","needs_id",1
"1464","Plantae","Timmiaceae","needs_id",101
"1465","Plantae","Timmiaceae","research",28
"1466","Plantae","Tofieldiaceae","needs_id",1375
"1467","Plantae","Tofieldiaceae","research",2531
"1468","Plantae","Torricelliaceae","needs_id",7
"1469","Plantae","Torricelliaceae","research",3
"1470","Plantae","Tovariaceae","needs_id",9
"1471","Plantae","Tovariaceae","research",4
"1472","Plantae","Trebouxiaceae","needs_id",1
"1473","Plantae","Trentepohliaceae","needs_id",4425
"1474","Plantae","Trentepohliaceae","research",788
"1475","Plantae","Treubariaceae","needs_id",4
"1476","Plantae","Treubiaceae","needs_id",15
"1477","Plantae","Treubiaceae","research",55
"1478","Plantae","Trichocoleaceae","needs_id",219
"1479","Plantae","Trichocoleaceae","research",378
"1480","Plantae","Trigoniaceae","needs_id",17
"1481","Plantae","Trigoniaceae","research",5
"1482","Plantae","Trimeniaceae","research",1
"1483","Plantae","Triuridaceae","needs_id",33
"1484","Plantae","Triuridaceae","research",17
"1485","Plantae","Trochodendraceae","needs_id",35
"1486","Plantae","Trochodendraceae","research",401
"1487","Plantae","Tropaeolaceae","needs_id",1171
"1488","Plantae","Tropaeolaceae","research",12572
"1489","Plantae","Tsengiaceae","needs_id",1
"1490","Plantae","Tsengiaceae","research",1
"1491","Plantae","Typhaceae","needs_id",43328
"1492","Plantae","Typhaceae","research",25557
"1493","Plantae","Udoteaceae","needs_id",457
"1494","Plantae","Udoteaceae","research",144
"1495","Plantae","Ulmaceae","needs_id",72390
"1496","Plantae","Ulmaceae","research",30295
"1497","Plantae","Ulotrichaceae","needs_id",405
"1498","Plantae","Ulotrichaceae","research",226
"1499","Plantae","Ulvaceae","needs_id",12235
"1500","Plantae","Ulvaceae","research",2519
"1501","Plantae","Ulvellaceae","needs_id",4
"1502","Plantae","Uronemataceae","needs_id",1
"1503","Plantae","Urticaceae","needs_id",47270
"1504","Plantae","Urticaceae","research",93365
"1505","Plantae","Vahliaceae","needs_id",17
"1506","Plantae","Vahliaceae","research",77
"1507","Plantae","Valoniaceae","needs_id",393
"1508","Plantae","Valoniaceae","research",291
"1509","Plantae","Velloziaceae","needs_id",601
"1510","Plantae","Velloziaceae","research",791
"1511","Plantae","Verbenaceae","needs_id",77853
"1512","Plantae","Verbenaceae","research",110775
"1513","Plantae","Viburnaceae","needs_id",89852
"1514","Plantae","Viburnaceae","research",135947
"1515","Plantae","Violaceae","needs_id",139545
"1516","Plantae","Violaceae","research",112735
"1517","Plantae","Vitaceae","needs_id",93054
"1518","Plantae","Vitaceae","research",99837
"1519","Plantae","Vochysiaceae","needs_id",465
"1520","Plantae","Vochysiaceae","research",261
"1521","Plantae","Volvocaceae","needs_id",325
"1522","Plantae","Volvocaceae","research",56
"1523","Plantae","Wardiaceae","research",3
"1524","Plantae","Welwitschiaceae","needs_id",1
"1525","Plantae","Welwitschiaceae","research",258
"1526","Plantae","Wiesnerellaceae","needs_id",3
"1527","Plantae","Wiesnerellaceae","research",7
"1528","Plantae","Winteraceae","needs_id",352
"1529","Plantae","Winteraceae","research",2309
"1530","Plantae","Woodsiaceae","needs_id",2519
"1531","Plantae","Woodsiaceae","research",4205
"1532","Plantae","Wrangeliaceae","needs_id",233
"1533","Plantae","Wrangeliaceae","research",31
"1534","Plantae","Wurdemanniaceae","needs_id",1
"1535","Plantae","Xeronemataceae","needs_id",1
"1536","Plantae","Xeronemataceae","research",21
"1537","Plantae","Xyridaceae","needs_id",1852
"1538","Plantae","Xyridaceae","research",2904
"1539","Plantae","Zamiaceae","needs_id",1119
"1540","Plantae","Zamiaceae","research",3616
"1541","Plantae","Zingiberaceae","needs_id",9568
"1542","Plantae","Zingiberaceae","research",16401
"1543","Plantae","Zosteraceae","needs_id",4922
"1544","Plantae","Zosteraceae","research",2957
"1545","Plantae","Zygnemataceae","needs_id",1794
"1546","Plantae","Zygnemataceae","research",299
"1547","Plantae","Zygophyllaceae","needs_id",6951
"1548","Plantae","Zygophyllaceae","research",62507
